0 Branching ratio for HO2       Total        1 branches
5403.62   0.00E+00  0.00E+00
5404.62   0.00E+00  0.00E+00
5405.62   0.00E+00  0.00E+00
5406.62   0.00E+00  0.00E+00
5407.62   0.00E+00  0.00E+00
5408.62   0.00E+00  0.00E+00
5409.62   0.00E+00  0.00E+00
5410.62   0.00E+00  0.00E+00
5411.62   0.00E+00  0.00E+00
5412.62   0.00E+00  0.00E+00
5413.62   0.00E+00  0.00E+00
5414.62   0.00E+00  0.00E+00
5415.62   0.00E+00  0.00E+00
5416.62   0.00E+00  0.00E+00
5417.62   0.00E+00  0.00E+00
5418.62   0.00E+00  0.00E+00
5419.62   0.00E+00  0.00E+00
5420.62   0.00E+00  0.00E+00
5421.62   0.00E+00  0.00E+00
5422.62   0.00E+00  0.00E+00
5423.62   0.00E+00  0.00E+00
5424.62   0.00E+00  0.00E+00
5425.62   0.00E+00  0.00E+00
5426.62   0.00E+00  0.00E+00
5427.62   0.00E+00  0.00E+00
5428.62   0.00E+00  0.00E+00
5429.62   0.00E+00  0.00E+00
5430.62   0.00E+00  0.00E+00
5431.62   0.00E+00  0.00E+00
5432.62   0.00E+00  0.00E+00
5433.62   0.00E+00  0.00E+00
5434.62   0.00E+00  0.00E+00
5435.62   0.00E+00  0.00E+00
5436.62   0.00E+00  0.00E+00
5437.62   0.00E+00  0.00E+00
5438.62   0.00E+00  0.00E+00
5439.62   0.00E+00  0.00E+00
5440.62   0.00E+00  0.00E+00
5441.62   0.00E+00  0.00E+00
5442.62   0.00E+00  0.00E+00
5443.62   0.00E+00  0.00E+00
5444.62   0.00E+00  0.00E+00
5445.62   0.00E+00  0.00E+00
5446.62   0.00E+00  0.00E+00
5447.62   0.00E+00  0.00E+00
5448.62   0.00E+00  0.00E+00
5449.62   0.00E+00  0.00E+00
5450.63   0.00E+00  0.00E+00
5451.63   0.00E+00  0.00E+00
5452.63   0.00E+00  0.00E+00
5453.63   0.00E+00  0.00E+00
5454.63   0.00E+00  0.00E+00
5455.63   0.00E+00  0.00E+00
5456.63   0.00E+00  0.00E+00
5457.63   0.00E+00  0.00E+00
5458.63   0.00E+00  0.00E+00
5459.63   0.00E+00  0.00E+00
5460.63   0.00E+00  0.00E+00
5461.63   0.00E+00  0.00E+00
5462.63   0.00E+00  0.00E+00
5463.63   0.00E+00  0.00E+00
5464.63   0.00E+00  0.00E+00
5465.63   0.00E+00  0.00E+00
5466.63   0.00E+00  0.00E+00
5467.63   0.00E+00  0.00E+00
5468.63   0.00E+00  0.00E+00
5469.63   0.00E+00  0.00E+00
5470.63   0.00E+00  0.00E+00
5471.63   0.00E+00  0.00E+00
5472.63   0.00E+00  0.00E+00
5473.63   0.00E+00  0.00E+00
5474.63   0.00E+00  0.00E+00
5475.63   0.00E+00  0.00E+00
5476.63   0.00E+00  0.00E+00
5477.63   0.00E+00  0.00E+00
5478.63   0.00E+00  0.00E+00
5479.63   0.00E+00  0.00E+00
5480.63   0.00E+00  0.00E+00
5481.63   0.00E+00  0.00E+00
5482.63   0.00E+00  0.00E+00
5483.63   0.00E+00  0.00E+00
5484.63   0.00E+00  0.00E+00
5485.63   0.00E+00  0.00E+00
5486.63   0.00E+00  0.00E+00
5487.63   0.00E+00  0.00E+00
5488.63   0.00E+00  0.00E+00
5489.63   0.00E+00  0.00E+00
5490.63   0.00E+00  0.00E+00
5491.63   0.00E+00  0.00E+00
5492.63   0.00E+00  0.00E+00
5493.63   0.00E+00  0.00E+00
5494.63   0.00E+00  0.00E+00
5495.63   0.00E+00  0.00E+00
5496.63   0.00E+00  0.00E+00
5497.63   0.00E+00  0.00E+00
5498.63   0.00E+00  0.00E+00
5499.63   0.00E+00  0.00E+00
5500.63   0.00E+00  0.00E+00
5501.63   0.00E+00  0.00E+00
5502.63   0.00E+00  0.00E+00
5503.63   0.00E+00  0.00E+00
5504.63   0.00E+00  0.00E+00
5505.63   0.00E+00  0.00E+00
5506.63   0.00E+00  0.00E+00
5507.63   0.00E+00  0.00E+00
5508.63   0.00E+00  0.00E+00
5509.63   0.00E+00  0.00E+00
5510.63   0.00E+00  0.00E+00
5511.63   0.00E+00  0.00E+00
5512.63   0.00E+00  0.00E+00
5513.63   0.00E+00  0.00E+00
5514.63   0.00E+00  0.00E+00
5515.63   0.00E+00  0.00E+00
5516.63   0.00E+00  0.00E+00
5517.63   0.00E+00  0.00E+00
5518.64   0.00E+00  0.00E+00
5519.64   0.00E+00  0.00E+00
5520.64   0.00E+00  0.00E+00
5521.64   0.00E+00  0.00E+00
5522.64   0.00E+00  0.00E+00
5523.64   0.00E+00  0.00E+00
5524.64   0.00E+00  0.00E+00
5525.64   0.00E+00  0.00E+00
5526.64   0.00E+00  0.00E+00
5527.64   0.00E+00  0.00E+00
5528.64   0.00E+00  0.00E+00
5529.64   0.00E+00  0.00E+00
5530.64   0.00E+00  0.00E+00
5531.64   0.00E+00  0.00E+00
5532.64   0.00E+00  0.00E+00
5533.64   0.00E+00  0.00E+00
5534.64   0.00E+00  0.00E+00
5535.64   0.00E+00  0.00E+00
5536.64   0.00E+00  0.00E+00
5537.64   0.00E+00  0.00E+00
5538.64   0.00E+00  0.00E+00
5539.64   0.00E+00  0.00E+00
5540.64   0.00E+00  0.00E+00
5541.64   0.00E+00  0.00E+00
5542.64   0.00E+00  0.00E+00
5543.64   0.00E+00  0.00E+00
5544.64   0.00E+00  0.00E+00
5545.64   0.00E+00  0.00E+00
5546.64   0.00E+00  0.00E+00
5547.64   0.00E+00  0.00E+00
5548.64   0.00E+00  0.00E+00
5549.64   0.00E+00  0.00E+00
5550.64   0.00E+00  0.00E+00
5551.64   0.00E+00  0.00E+00
5552.64   0.00E+00  0.00E+00
5553.64   0.00E+00  0.00E+00
5554.64   0.00E+00  0.00E+00
5555.64   0.00E+00  0.00E+00
5556.64   0.00E+00  0.00E+00
5557.64   0.00E+00  0.00E+00
5558.64   0.00E+00  0.00E+00
5559.64   0.00E+00  0.00E+00
5560.64   0.00E+00  0.00E+00
5561.64   0.00E+00  0.00E+00
5562.64   0.00E+00  0.00E+00
5563.64   0.00E+00  0.00E+00
5564.64   0.00E+00  0.00E+00
5565.64   0.00E+00  0.00E+00
5566.64   0.00E+00  0.00E+00
5567.64   0.00E+00  0.00E+00
5568.64   0.00E+00  0.00E+00
5569.64   0.00E+00  0.00E+00
5570.64   0.00E+00  0.00E+00
5571.64   0.00E+00  0.00E+00
5572.64   0.00E+00  0.00E+00
5573.64   0.00E+00  0.00E+00
5574.64   0.00E+00  0.00E+00
5575.64   0.00E+00  0.00E+00
5576.64   0.00E+00  0.00E+00
5577.64   0.00E+00  0.00E+00
5578.64   0.00E+00  0.00E+00
5579.64   0.00E+00  0.00E+00
5580.64   0.00E+00  0.00E+00
5581.64   0.00E+00  0.00E+00
5582.64   0.00E+00  0.00E+00
5583.64   0.00E+00  0.00E+00
5584.64   0.00E+00  0.00E+00
5585.64   0.00E+00  0.00E+00
5586.65   0.00E+00  0.00E+00
5587.65   0.00E+00  0.00E+00
5588.65   0.00E+00  0.00E+00
5589.65   0.00E+00  0.00E+00
5590.65   0.00E+00  0.00E+00
5591.65   0.00E+00  0.00E+00
5592.65   0.00E+00  0.00E+00
5593.65   0.00E+00  0.00E+00
5594.65   0.00E+00  0.00E+00
5595.65   0.00E+00  0.00E+00
5596.65   0.00E+00  0.00E+00
5597.65   0.00E+00  0.00E+00
5598.65   0.00E+00  0.00E+00
5599.65   0.00E+00  0.00E+00
5600.65   0.00E+00  0.00E+00
5601.65   0.00E+00  0.00E+00
5602.65   0.00E+00  0.00E+00
5603.65   0.00E+00  0.00E+00
5604.65   0.00E+00  0.00E+00
5605.65   0.00E+00  0.00E+00
5606.65   0.00E+00  0.00E+00
5607.65   0.00E+00  0.00E+00
5608.65   0.00E+00  0.00E+00
5609.65   0.00E+00  0.00E+00
5610.65   0.00E+00  0.00E+00
5611.65   0.00E+00  0.00E+00
5612.65   0.00E+00  0.00E+00
5613.65   0.00E+00  0.00E+00
5614.65   0.00E+00  0.00E+00
5615.65   0.00E+00  0.00E+00
5616.65   0.00E+00  0.00E+00
5617.65   0.00E+00  0.00E+00
5618.65   0.00E+00  0.00E+00
5619.65   0.00E+00  0.00E+00
5620.65   0.00E+00  0.00E+00
5621.65   0.00E+00  0.00E+00
5622.65   0.00E+00  0.00E+00
5623.65   0.00E+00  0.00E+00
5624.65   0.00E+00  0.00E+00
5625.65   0.00E+00  0.00E+00
5626.65   0.00E+00  0.00E+00
5627.65   0.00E+00  0.00E+00
5628.65   0.00E+00  0.00E+00
5629.65   0.00E+00  0.00E+00
5630.65   0.00E+00  0.00E+00
5631.65   0.00E+00  0.00E+00
5632.65   0.00E+00  0.00E+00
5633.65   0.00E+00  0.00E+00
5634.65   0.00E+00  0.00E+00
5635.65   0.00E+00  0.00E+00
5636.65   0.00E+00  0.00E+00
5637.65   0.00E+00  0.00E+00
5638.65   0.00E+00  0.00E+00
5639.65   0.00E+00  0.00E+00
5640.65   0.00E+00  0.00E+00
5641.65   0.00E+00  0.00E+00
5642.65   0.00E+00  0.00E+00
5643.65   0.00E+00  0.00E+00
5644.65   0.00E+00  0.00E+00
5645.65   0.00E+00  0.00E+00
5646.65   0.00E+00  0.00E+00
5647.65   0.00E+00  0.00E+00
5648.65   0.00E+00  0.00E+00
5649.65   0.00E+00  0.00E+00
5650.65   0.00E+00  0.00E+00
5651.65   0.00E+00  0.00E+00
5652.65   0.00E+00  0.00E+00
5653.65   0.00E+00  0.00E+00
5654.66   0.00E+00  0.00E+00
5655.66   0.00E+00  0.00E+00
5656.66   0.00E+00  0.00E+00
5657.66   0.00E+00  0.00E+00
5658.66   0.00E+00  0.00E+00
5659.66   0.00E+00  0.00E+00
5660.66   0.00E+00  0.00E+00
5661.66   0.00E+00  0.00E+00
5662.66   0.00E+00  0.00E+00
5663.66   0.00E+00  0.00E+00
5664.66   0.00E+00  0.00E+00
5665.66   0.00E+00  0.00E+00
5666.66   0.00E+00  0.00E+00
5667.66   0.00E+00  0.00E+00
5668.66   0.00E+00  0.00E+00
5669.66   0.00E+00  0.00E+00
5670.66   0.00E+00  0.00E+00
5671.66   0.00E+00  0.00E+00
5672.66   0.00E+00  0.00E+00
5673.66   0.00E+00  0.00E+00
5674.66   0.00E+00  0.00E+00
5675.66   0.00E+00  0.00E+00
5676.66   0.00E+00  0.00E+00
5677.66   0.00E+00  0.00E+00
5678.66   0.00E+00  0.00E+00
5679.66   0.00E+00  0.00E+00
5680.66   0.00E+00  0.00E+00
5681.66   0.00E+00  0.00E+00
5682.66   0.00E+00  0.00E+00
5683.66   0.00E+00  0.00E+00
5684.66   0.00E+00  0.00E+00
5685.66   0.00E+00  0.00E+00
5686.66   0.00E+00  0.00E+00
5687.66   0.00E+00  0.00E+00
5688.66   0.00E+00  0.00E+00
5689.66   0.00E+00  0.00E+00
5690.66   0.00E+00  0.00E+00
5691.66   0.00E+00  0.00E+00
5692.66   0.00E+00  0.00E+00
5693.66   0.00E+00  0.00E+00
5694.66   0.00E+00  0.00E+00
5695.66   0.00E+00  0.00E+00
5696.66   0.00E+00  0.00E+00
5697.66   0.00E+00  0.00E+00
5698.66   0.00E+00  0.00E+00
5699.66   0.00E+00  0.00E+00
5700.66   0.00E+00  0.00E+00
5701.66   0.00E+00  0.00E+00
5702.66   0.00E+00  0.00E+00
5703.66   0.00E+00  0.00E+00
5704.66   0.00E+00  0.00E+00
5705.66   0.00E+00  0.00E+00
5706.66   0.00E+00  0.00E+00
5707.66   0.00E+00  0.00E+00
5708.66   0.00E+00  0.00E+00
5709.66   0.00E+00  0.00E+00
5710.66   0.00E+00  0.00E+00
5711.66   0.00E+00  0.00E+00
5712.66   0.00E+00  0.00E+00
5713.66   0.00E+00  0.00E+00
5714.66   0.00E+00  0.00E+00
5715.66   0.00E+00  0.00E+00
5716.66   0.00E+00  0.00E+00
5717.66   0.00E+00  0.00E+00
5718.66   0.00E+00  0.00E+00
5719.66   0.00E+00  0.00E+00
5720.66   0.00E+00  0.00E+00
5721.66   0.00E+00  0.00E+00
5722.67   0.00E+00  0.00E+00
5723.67   0.00E+00  0.00E+00
5724.67   0.00E+00  0.00E+00
5725.67   0.00E+00  0.00E+00
5726.67   0.00E+00  0.00E+00
5727.67   0.00E+00  0.00E+00
5728.67   0.00E+00  0.00E+00
5729.67   0.00E+00  0.00E+00
5730.67   0.00E+00  0.00E+00
5731.67   0.00E+00  0.00E+00
5732.67   0.00E+00  0.00E+00
5733.67   0.00E+00  0.00E+00
5734.67   0.00E+00  0.00E+00
5735.67   0.00E+00  0.00E+00
5736.67   0.00E+00  0.00E+00
5737.67   0.00E+00  0.00E+00
5738.67   0.00E+00  0.00E+00
5739.67   0.00E+00  0.00E+00
5740.67   0.00E+00  0.00E+00
5741.67   0.00E+00  0.00E+00
5742.67   0.00E+00  0.00E+00
5743.67   0.00E+00  0.00E+00
5744.67   0.00E+00  0.00E+00
5745.67   0.00E+00  0.00E+00
5746.67   0.00E+00  0.00E+00
5747.67   0.00E+00  0.00E+00
5748.67   0.00E+00  0.00E+00
5749.67   0.00E+00  0.00E+00
5750.67   0.00E+00  0.00E+00
5751.67   0.00E+00  0.00E+00
5752.67   0.00E+00  0.00E+00
5753.67   0.00E+00  0.00E+00
5754.67   0.00E+00  0.00E+00
5755.67   0.00E+00  0.00E+00
5756.67   0.00E+00  0.00E+00
5757.67   0.00E+00  0.00E+00
5758.67   0.00E+00  0.00E+00
5759.67   0.00E+00  0.00E+00
5760.67   0.00E+00  0.00E+00
5761.67   0.00E+00  0.00E+00
5762.67   0.00E+00  0.00E+00
5763.67   0.00E+00  0.00E+00
5764.67   0.00E+00  0.00E+00
5765.67   0.00E+00  0.00E+00
5766.67   0.00E+00  0.00E+00
5767.67   0.00E+00  0.00E+00
5768.67   0.00E+00  0.00E+00
5769.67   0.00E+00  0.00E+00
5770.67   0.00E+00  0.00E+00
5771.67   0.00E+00  0.00E+00
5772.67   0.00E+00  0.00E+00
5773.67   0.00E+00  0.00E+00
5774.67   0.00E+00  0.00E+00
5775.67   0.00E+00  0.00E+00
5776.67   0.00E+00  0.00E+00
5777.67   0.00E+00  0.00E+00
5778.67   0.00E+00  0.00E+00
5779.67   0.00E+00  0.00E+00
5780.67   0.00E+00  0.00E+00
5781.67   0.00E+00  0.00E+00
5782.67   0.00E+00  0.00E+00
5783.67   0.00E+00  0.00E+00
5784.67   0.00E+00  0.00E+00
5785.67   0.00E+00  0.00E+00
5786.67   0.00E+00  0.00E+00
5787.67   0.00E+00  0.00E+00
5788.67   0.00E+00  0.00E+00
5789.67   0.00E+00  0.00E+00
5790.68   0.00E+00  0.00E+00
5791.68   0.00E+00  0.00E+00
5792.68   0.00E+00  0.00E+00
5793.68   0.00E+00  0.00E+00
5794.68   0.00E+00  0.00E+00
5795.68   0.00E+00  0.00E+00
5796.68   0.00E+00  0.00E+00
5797.68   0.00E+00  0.00E+00
5798.68   0.00E+00  0.00E+00
5799.68   0.00E+00  0.00E+00
5800.68   0.00E+00  0.00E+00
5801.68   0.00E+00  0.00E+00
5802.68   0.00E+00  0.00E+00
5803.68   0.00E+00  0.00E+00
5804.68   0.00E+00  0.00E+00
5805.68   0.00E+00  0.00E+00
5806.68   0.00E+00  0.00E+00
5807.68   0.00E+00  0.00E+00
5808.68   0.00E+00  0.00E+00
5809.68   0.00E+00  0.00E+00
5810.68   0.00E+00  0.00E+00
5811.68   0.00E+00  0.00E+00
5812.68   0.00E+00  0.00E+00
5813.68   0.00E+00  0.00E+00
5814.68   0.00E+00  0.00E+00
5815.68   0.00E+00  0.00E+00
5816.68   0.00E+00  0.00E+00
5817.68   0.00E+00  0.00E+00
5818.68   0.00E+00  0.00E+00
5819.68   0.00E+00  0.00E+00
5820.68   0.00E+00  0.00E+00
5821.68   0.00E+00  0.00E+00
5822.68   0.00E+00  0.00E+00
5823.68   0.00E+00  0.00E+00
5824.68   0.00E+00  0.00E+00
5825.68   0.00E+00  0.00E+00
5826.68   0.00E+00  0.00E+00
5827.68   0.00E+00  0.00E+00
5828.68   0.00E+00  0.00E+00
5829.68   0.00E+00  0.00E+00
5830.68   0.00E+00  0.00E+00
5831.68   0.00E+00  0.00E+00
5832.68   0.00E+00  0.00E+00
5833.68   0.00E+00  0.00E+00
5834.68   0.00E+00  0.00E+00
5835.68   0.00E+00  0.00E+00
5836.68   0.00E+00  0.00E+00
5837.68   0.00E+00  0.00E+00
5838.68   0.00E+00  0.00E+00
5839.68   0.00E+00  0.00E+00
5840.68   0.00E+00  0.00E+00
5841.68   0.00E+00  0.00E+00
5842.68   0.00E+00  0.00E+00
5843.68   0.00E+00  0.00E+00
5844.68   0.00E+00  0.00E+00
5845.68   0.00E+00  0.00E+00
5846.68   0.00E+00  0.00E+00
5847.68   0.00E+00  0.00E+00
5848.68   0.00E+00  0.00E+00
5849.68   0.00E+00  0.00E+00
5850.68   0.00E+00  0.00E+00
5851.68   0.00E+00  0.00E+00
5852.68   0.00E+00  0.00E+00
5853.68   0.00E+00  0.00E+00
5854.68   0.00E+00  0.00E+00
5855.68   0.00E+00  0.00E+00
5856.68   0.00E+00  0.00E+00
5857.68   0.00E+00  0.00E+00
5858.69   0.00E+00  0.00E+00
5859.69   0.00E+00  0.00E+00
5860.69   0.00E+00  0.00E+00
5861.69   0.00E+00  0.00E+00
5862.69   0.00E+00  0.00E+00
5863.69   0.00E+00  0.00E+00
5864.69   0.00E+00  0.00E+00
5865.69   0.00E+00  0.00E+00
5866.69   0.00E+00  0.00E+00
5867.69   0.00E+00  0.00E+00
5868.69   0.00E+00  0.00E+00
5869.69   0.00E+00  0.00E+00
5870.69   0.00E+00  0.00E+00
5871.69   0.00E+00  0.00E+00
5872.69   0.00E+00  0.00E+00
5873.69   0.00E+00  0.00E+00
5874.69   0.00E+00  0.00E+00
5875.69   0.00E+00  0.00E+00
5876.69   0.00E+00  0.00E+00
5877.69   0.00E+00  0.00E+00
5878.69   0.00E+00  0.00E+00
5879.69   0.00E+00  0.00E+00
5880.69   0.00E+00  0.00E+00
5881.69   0.00E+00  0.00E+00
5882.69   0.00E+00  0.00E+00
5883.69   0.00E+00  0.00E+00
5884.69   0.00E+00  0.00E+00
5885.69   0.00E+00  0.00E+00
5886.69   0.00E+00  0.00E+00
5887.69   0.00E+00  0.00E+00
5888.69   0.00E+00  0.00E+00
5889.69   0.00E+00  0.00E+00
5890.69   0.00E+00  0.00E+00
5891.69   0.00E+00  0.00E+00
5892.69   0.00E+00  0.00E+00
5893.69   0.00E+00  0.00E+00
5894.69   0.00E+00  0.00E+00
5895.69   0.00E+00  0.00E+00
5896.69   0.00E+00  0.00E+00
5897.69   0.00E+00  0.00E+00
5898.69   0.00E+00  0.00E+00
5899.69   0.00E+00  0.00E+00
5900.69   0.00E+00  0.00E+00
5901.69   0.00E+00  0.00E+00
5902.69   0.00E+00  0.00E+00
5903.69   0.00E+00  0.00E+00
5904.69   0.00E+00  0.00E+00
5905.69   0.00E+00  0.00E+00
5906.69   0.00E+00  0.00E+00
5907.69   0.00E+00  0.00E+00
5908.69   0.00E+00  0.00E+00
5909.69   0.00E+00  0.00E+00
5910.69   0.00E+00  0.00E+00
5911.69   0.00E+00  0.00E+00
5912.69   0.00E+00  0.00E+00
5913.69   0.00E+00  0.00E+00
5914.69   0.00E+00  0.00E+00
5915.69   0.00E+00  0.00E+00
5916.69   0.00E+00  0.00E+00
5917.69   0.00E+00  0.00E+00
5918.69   0.00E+00  0.00E+00
5919.69   0.00E+00  0.00E+00
5920.69   0.00E+00  0.00E+00
5921.69   0.00E+00  0.00E+00
5922.69   0.00E+00  0.00E+00
5923.69   0.00E+00  0.00E+00
5924.69   0.00E+00  0.00E+00
5925.69   0.00E+00  0.00E+00
5926.70   0.00E+00  0.00E+00
5927.70   0.00E+00  0.00E+00
5928.70   0.00E+00  0.00E+00
5929.70   0.00E+00  0.00E+00
5930.70   0.00E+00  0.00E+00
5931.70   0.00E+00  0.00E+00
5932.70   0.00E+00  0.00E+00
5933.70   0.00E+00  0.00E+00
5934.70   0.00E+00  0.00E+00
5935.70   0.00E+00  0.00E+00
5936.70   0.00E+00  0.00E+00
5937.70   0.00E+00  0.00E+00
5938.70   0.00E+00  0.00E+00
5939.70   0.00E+00  0.00E+00
5940.70   0.00E+00  0.00E+00
5941.70   0.00E+00  0.00E+00
5942.70   0.00E+00  0.00E+00
5943.70   0.00E+00  0.00E+00
5944.70   0.00E+00  0.00E+00
5945.70   0.00E+00  0.00E+00
5946.70   0.00E+00  0.00E+00
5947.70   0.00E+00  0.00E+00
5948.70   0.00E+00  0.00E+00
5949.70   0.00E+00  0.00E+00
5950.70   0.00E+00  0.00E+00
5951.70   0.00E+00  0.00E+00
5952.70   0.00E+00  0.00E+00
5953.70   0.00E+00  0.00E+00
5954.70   0.00E+00  0.00E+00
5955.70   0.00E+00  0.00E+00
5956.70   0.00E+00  0.00E+00
5957.70   0.00E+00  0.00E+00
5958.70   0.00E+00  0.00E+00
5959.70   0.00E+00  0.00E+00
5960.70   0.00E+00  0.00E+00
5961.70   0.00E+00  0.00E+00
5962.70   0.00E+00  0.00E+00
5963.70   0.00E+00  0.00E+00
5964.70   0.00E+00  0.00E+00
5965.70   0.00E+00  0.00E+00
5966.70   0.00E+00  0.00E+00
5967.70   0.00E+00  0.00E+00
5968.70   0.00E+00  0.00E+00
5969.70   0.00E+00  0.00E+00
5970.70   0.00E+00  0.00E+00
5971.70   0.00E+00  0.00E+00
5972.70   0.00E+00  0.00E+00
5973.70   0.00E+00  0.00E+00
5974.70   0.00E+00  0.00E+00
5975.70   0.00E+00  0.00E+00
5976.70   0.00E+00  0.00E+00
5977.70   0.00E+00  0.00E+00
5978.70   0.00E+00  0.00E+00
5979.70   0.00E+00  0.00E+00
5980.70   0.00E+00  0.00E+00
5981.70   0.00E+00  0.00E+00
5982.70   0.00E+00  0.00E+00
5983.70   0.00E+00  0.00E+00
5984.70   0.00E+00  0.00E+00
5985.70   0.00E+00  0.00E+00
5986.70   0.00E+00  0.00E+00
5987.70   0.00E+00  0.00E+00
5988.70   0.00E+00  0.00E+00
5989.70   0.00E+00  0.00E+00
5990.70   0.00E+00  0.00E+00
5991.70   0.00E+00  0.00E+00
5992.70   0.00E+00  0.00E+00
5993.70   0.00E+00  0.00E+00
5994.71   0.00E+00  0.00E+00
5995.71   0.00E+00  0.00E+00
5996.71   0.00E+00  0.00E+00
5997.71   0.00E+00  0.00E+00
5998.71   0.00E+00  0.00E+00
5999.71   0.00E+00  0.00E+00
6000.71   0.00E+00  0.00E+00
6001.71   0.00E+00  0.00E+00
6002.71   0.00E+00  0.00E+00
6003.71   0.00E+00  0.00E+00
6004.71   0.00E+00  0.00E+00
6005.71   0.00E+00  0.00E+00
6006.71   0.00E+00  0.00E+00
6007.71   0.00E+00  0.00E+00
6008.71   0.00E+00  0.00E+00
6009.71   0.00E+00  0.00E+00
6010.71   0.00E+00  0.00E+00
6011.71   0.00E+00  0.00E+00
6012.71   0.00E+00  0.00E+00
6013.71   0.00E+00  0.00E+00
6014.71   0.00E+00  0.00E+00
6015.71   0.00E+00  0.00E+00
6016.71   0.00E+00  0.00E+00
6017.71   0.00E+00  0.00E+00
6018.71   0.00E+00  0.00E+00
6019.71   0.00E+00  0.00E+00
6020.71   0.00E+00  0.00E+00
6021.71   0.00E+00  0.00E+00
6022.71   0.00E+00  0.00E+00
6023.71   0.00E+00  0.00E+00
6024.71   0.00E+00  0.00E+00
6025.71   0.00E+00  0.00E+00
6026.71   0.00E+00  0.00E+00
6027.71   0.00E+00  0.00E+00
6028.71   0.00E+00  0.00E+00
6029.71   0.00E+00  0.00E+00
6030.71   0.00E+00  0.00E+00
6031.71   0.00E+00  0.00E+00
6032.71   0.00E+00  0.00E+00
6033.71   0.00E+00  0.00E+00
6034.71   0.00E+00  0.00E+00
6035.71   0.00E+00  0.00E+00
6036.71   0.00E+00  0.00E+00
6037.71   0.00E+00  0.00E+00
6038.71   0.00E+00  0.00E+00
6039.71   0.00E+00  0.00E+00
6040.71   0.00E+00  0.00E+00
6041.71   0.00E+00  0.00E+00
6042.71   0.00E+00  0.00E+00
6043.71   0.00E+00  0.00E+00
6044.71   0.00E+00  0.00E+00
6045.71   0.00E+00  0.00E+00
6046.71   0.00E+00  0.00E+00
6047.71   0.00E+00  0.00E+00
6048.71   0.00E+00  0.00E+00
6049.71   0.00E+00  0.00E+00
6050.71   0.00E+00  0.00E+00
6051.71   0.00E+00  0.00E+00
6052.71   0.00E+00  0.00E+00
6053.71   0.00E+00  0.00E+00
6054.71   0.00E+00  0.00E+00
6055.71   0.00E+00  0.00E+00
6056.71   0.00E+00  0.00E+00
6057.71   0.00E+00  0.00E+00
6058.71   0.00E+00  0.00E+00
6059.71   0.00E+00  0.00E+00
6060.71   0.00E+00  0.00E+00
6061.71   0.00E+00  0.00E+00
6062.72   0.00E+00  0.00E+00
6063.72   0.00E+00  0.00E+00
6064.72   0.00E+00  0.00E+00
6065.72   0.00E+00  0.00E+00
6066.72   0.00E+00  0.00E+00
6067.72   0.00E+00  0.00E+00
6068.72   0.00E+00  0.00E+00
6069.72   0.00E+00  0.00E+00
6070.72   0.00E+00  0.00E+00
6071.72   0.00E+00  0.00E+00
6072.72   0.00E+00  0.00E+00
6073.72   0.00E+00  0.00E+00
6074.72   0.00E+00  0.00E+00
6075.72   0.00E+00  0.00E+00
6076.72   0.00E+00  0.00E+00
6077.72   0.00E+00  0.00E+00
6078.72   0.00E+00  0.00E+00
6079.72   0.00E+00  0.00E+00
6080.72   0.00E+00  0.00E+00
6081.72   0.00E+00  0.00E+00
6082.72   0.00E+00  0.00E+00
6083.72   0.00E+00  0.00E+00
6084.72   0.00E+00  0.00E+00
6085.72   0.00E+00  0.00E+00
6086.72   0.00E+00  0.00E+00
6087.72   0.00E+00  0.00E+00
6088.72   0.00E+00  0.00E+00
6089.72   0.00E+00  0.00E+00
6090.72   0.00E+00  0.00E+00
6091.72   0.00E+00  0.00E+00
6092.72   0.00E+00  0.00E+00
6093.72   0.00E+00  0.00E+00
6094.72   0.00E+00  0.00E+00
6095.72   0.00E+00  0.00E+00
6096.72   0.00E+00  0.00E+00
6097.72   0.00E+00  0.00E+00
6098.72   0.00E+00  0.00E+00
6099.72   0.00E+00  0.00E+00
6100.72   0.00E+00  0.00E+00
6101.72   0.00E+00  0.00E+00
6102.72   0.00E+00  0.00E+00
6103.72   0.00E+00  0.00E+00
6104.72   0.00E+00  0.00E+00
6105.72   0.00E+00  0.00E+00
6106.72   0.00E+00  0.00E+00
6107.72   0.00E+00  0.00E+00
6108.72   0.00E+00  0.00E+00
6109.72   0.00E+00  0.00E+00
6110.72   0.00E+00  0.00E+00
6111.72   0.00E+00  0.00E+00
6112.72   0.00E+00  0.00E+00
6113.72   0.00E+00  0.00E+00
6114.72   0.00E+00  0.00E+00
6115.72   0.00E+00  0.00E+00
6116.72   0.00E+00  0.00E+00
6117.72   0.00E+00  0.00E+00
6118.72   0.00E+00  0.00E+00
6119.72   0.00E+00  0.00E+00
6120.72   0.00E+00  0.00E+00
6121.72   0.00E+00  0.00E+00
6122.72   0.00E+00  0.00E+00
6123.72   0.00E+00  0.00E+00
6124.72   0.00E+00  0.00E+00
6125.72   0.00E+00  0.00E+00
6126.72   0.00E+00  0.00E+00
6127.72   0.00E+00  0.00E+00
6128.72   0.00E+00  0.00E+00
6129.72   0.00E+00  0.00E+00
6130.73   0.00E+00  0.00E+00
6131.73   0.00E+00  0.00E+00
6132.73   0.00E+00  0.00E+00
6133.73   0.00E+00  0.00E+00
6134.73   0.00E+00  0.00E+00
6135.73   0.00E+00  0.00E+00
6136.73   0.00E+00  0.00E+00
6137.73   0.00E+00  0.00E+00
